CHOLAFIN.NS|2019-08-13|Resistance|260.1|268.95|1.74|260.1|1.74|3.0
TATAMOTORS.NS|2019-08-08|Support|126.5|117.35|-12.54|126.5|-12.54|2.0
VOLTAS.NS|2019-08-13|Support|598.0|579.1|-0.93|598.0|-0.93|2.0
SUPREMEIND.NS|2019-08-14|Support|1125.0|1089.2|-0.01|1125.0|-0.01|2.0
AMBUJACEM.NS|2019-08-02|Support|199.5|194.85|0.8|199.5|0.8|0.0
ENDURANCE.NS|2019-08-16|Support|873.9|843.0|1.0|873.9|1|2.0
CUMMINSIND.NS|2014-05-09|Support|561.1|525.25|1.56|561.1|1.56|1.0
VARROC.NS|2019-08-19|Resistance|425.05|440.0|-2.25|425.05|-2.25|3.0
HEROMOTOCO.NS|2019-08-21|Resistance|2612.6001|2722.0|-0.07|2612.6001|-0.07|4.0
HUDCO.NS|2019-07-16|Resistance|38.25|38.9|0.53|38.25|0.53|3.0
BAJFINANCE.NS|2019-08-23|Support|3338.8|3183.05|0.56|3338.8|0.56|3.0
TCS.NS|2019-08-19|Support|2205.0|2157.7|1.41|2205.0|1.41|3.0
DABUR.NS|2019-08-20|Support|431.7|419.25|1.92|431.7|1.92|3.0
DMART.NS|2019-08-20|Support|1500.0|1461.05|2.22|1500.0|2.22|2.0
ACC.NS|2019-08-21|Support|1499.0|1441.6|2.64|1499.0|2.64|1.0
DIVISLAB.NS|2019-08-21|Support|1577.45|1540.55|1.01|1577.45|1.01|2.0
LT.NS|2019-08-21|Support|1343.2|1274.0|1.01|1343.2|1.01|2.0
ULTRACEMCO.NS|2019-08-13|Resistance|4195.0|4300.0|1.43|4195.0|1.43|2.0
AIAENG.NS|2019-08-16|Resistance|1576.0|1655.0|1.65|1576.0|1.65|2.0
CESC.NS|2019-08-16|Resistance|791.05|817.15|1.97|791.05|1.97|2.0
INDUSINDBK.NS|2019-08-21|Support|1354.9|1267.25|2.25|1354.9|2.25|2.0
CENTRALBK.NS|2019-08-23|Support|19.9|18.75|0.75|19.9|0.75|1.0
CENTURYTEX.NS|2019-08-14|Resistance|873.0|918.0|2.47|873.0|2.47|1.0
NMDC.NS|2019-08-20|Resistance|86.0|94.15|2.63|86.0|2.63|2.0
RELINFRA.NS|2019-08-21|Support|38.95|33.05|2.99|38.95|2.99|1.0
DABUR.NS|2019-08-20|Support|431.85|419.25|0.68|431.85|0.68|3.0
MFSL.NS|2019-08-14|Support|424.7|397.4|1.29|424.7|1.29|1.0
BHEL.NS|2019-08-21|Support|50.35|46.65|1.95|50.35|1.95|2.0
CONCOR.NS|2019-08-16|Support|471.4|460.0|2.84|471.4|2.84|1.0
TATAMOTORS.NS|2019-08-27 13:15:00|Resistance|119.1115|124.0661|2.59|119.1115|2.59|4.0
MARUTI.NS|2019-08-16 13:15:00|Support|6016.0|5937.9195|1.32|6016.0|1.32|3.0
ADANIPORTS.NS|2019-08-09 11:15:00|Resistance|374.7447|380.7686|2.5|374.7447|2.5|3.0
GAIL.NS|2019-08-23 09:15:00|Support|126.6226|122.6192|1.08|126.6226|1.08|0.0
GAIL.NS|2019-08-27 13:15:00|Resistance|129.5269|133.7252|1.19|129.5269|1.19|2.0
BAJAJFINSV.NS|2019-08-21 13:15:00|Support|6969.5982|6760.2493|0.93|6969.5982|0.93|1.0
AARTIIND.NS|2019-08-21|Support|1540.0|1425.75|3.04|1579.0|2.47|3.0
HCLTECH.NS|2019-08-21|Support|1100.0|1056.05|1.59|1100.0|1.59|3.0
MARUTI.NS|2019-08-26|Resistance|6256.0|6340.0|2.39|6256.0|2.39|3.0
APOLLOHOSP.NS|2019-08-22|Support|1480.0|1422.55|2.53|1480.0|2.53|3.0
OIL.NS|2019-08-16|Resistance|151.0|154.35|2.93|151.0|2.93|4.0
ASTRAL.NS|2019-08-22|Support|1265.0|1229.3|1.94|1265.0|1.94|2.0
GODREJAGRO.NS|2019-08-22|Support|439.7|429.0|2.03|439.7|2.03|2.0
BPCL.NS|2019-08-23|Support|346.0|321.1|2.27|346.0|2.27|2.0
KOTAKBANK.NS|2019-08-22|Resistance|1446.1|1522.75|-0.33|1446.1|-0.33|1.0
CENTRALBK.NS|2019-08-21|Support|18.65|17.15|1.58|18.65|1.58|1.0
GRUH.NS|2019-08-22|Support|242.7|227.3|2.76|242.7|2.76|1.0
ONGC.NS|2019-08-26 13:15:00|Resistance|124.51|125.9719|1.02|124.51|1.02|3.0
COALINDIA.NS|2019-08-27 11:15:00|Resistance|191.2351|194.1|1.13|191.2351|1.13|4.0
HDFC.NS|2019-08-27 11:15:00|Resistance|2157.7699|2193.5|1.55|2157.7699|1.55|1.0
COALINDIA.NS|2019-08-19 13:15:00|Resistance|194.553|196.5|2.88|194.553|2.88|4.0
AXISBANK.NS|2019-08-27 13:15:00|Resistance|669.6215|689.9959|1.36|669.6215|1.36|3.0
SBIN.NS|2019-08-28 11:15:00|Resistance|281.0609|285.6246|2.5|281.0609|2.5|3.0
GRASIM.NS|2019-08-27 13:15:00|Resistance|714.7691|733.1363|0.97|714.7691|0.97|2.0
GAIL.NS|2019-08-21 13:15:00|Support|126.5211|122.1688|1.31|126.5211|1.31|0.0
SANOFI.NS|2019-08-26|Support|6137.25|5901.0|0.98|6137.25|0.98|3.0
INFY.NS|2019-08-26|Support|794.95|781.1|2.45|794.95|2.45|4.0
SIEMENS.NS|2019-08-28|Support|1192.1|1161.0|0.83|1192.1|0.83|2.0
SYNGENE.NS|2019-08-28|Support|306.0|301.45|1.11|306.0|1.11|2.0
SUNPHARMA.NS|2019-08-28|Support|438.6|421.1|0.17|438.6|0.17|3.0
GSKCONS.NS|2019-08-28|Support|7950.3999|7825.0|0.26|7950.3999|0.26|4.0
MINDAIND.NS|2019-08-22|Support|312.8|298.25|0.59|312.8|0.59|3.0
BATAINDIA.NS|2019-08-27|Support|1521.7|1491.45|1.11|1521.7|1.11|4.0
TVSMOTOR.NS|2019-08-26|Resistance|366.65|375.8|1.55|366.65|1.55|3.0
ICICIBANK.NS|2019-05-15|Support|385.0|375.8|1.82|385.0|1.82|3.0
ONGC.NS|2009-03-09|Support|114.892|112.0|1.93|114.892|1.93|2.0
PETRONET.NS|2019-08-27|Support|261.0|256.2|1.16|261.0|1.16|2.0
QUESS.NS|2019-08-28|Support|467.4|459.35|0.46|467.4|0.46|2.0
L&TFH.NS|2019-08-28|Resistance|48.03|48.44|0.27|48.03|0.27|1.0
TCS.NS|2019-08-28 13:15:00|Support|2250.2886|2219.9208|0.06|2250.2886|0.06|3.0
INFY.NS|2019-08-29 13:15:00|Support|810.6024|804.3|0.6|810.6024|0.6|4.0
HINDUNILVR.NS|2019-08-30 13:15:00|Resistance|1858.5362|1884.7321|0.81|1858.5362|0.81|1.0
ADANIPORTS.NS|2019-08-21 13:15:00|Support|354.4567|346.75|1.85|354.4567|1.85|2.0
EICHERMOT.NS|2019-08-26 09:15:00|Support|15379.2998|15215.7629|2.48|15379.2998|2.48|0.0
HDFC.NS|2019-08-30 11:15:00|Resistance|2141.4529|2173.1124|2.49|2141.4529|2.49|1.0
WIPRO.NS|2019-08-13 09:15:00|Resistance|260.5|261.8931|2.68|260.5|2.68|3.0
IGL.NS|2019-08-27|Support|340.6|326.0|-3.57|340.6|-3.57|3.0
OBEROIRLTY.NS|2019-08-28|Support|557.0|533.1|-3.04|557.0|-3.04|3.0
HDFCLIFE.NS|2019-08-27|Support|557.4|538.1|-3.85|557.4|-3.85|4.0
ICICIGI.NS|2019-08-28|Support|1253.0|1225.0|-5.3|1253.0|-5.3|4.0
